Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Fx,Fy,Fz,Mx,My,Mz,Extra 1,Extra 2
s,N,N,N,N,N,N,N,N,N,N,N,Nm,Nm,Nm,N,N
32.8,-1.29994,15.9285,16.8702,0.719343,2.56991,-2.47203,5.53502,9.66568,14.6286,17.5896,15.2986,-0.868412,-0.275178,1.47516,0,0
32.9,0.165122,17.0165,19.2669,3.82265,2.34048,-3.15399,6.39343,11.4441,17.1816,23.0896,17.024,-1.07243,-0.316354,1.43228,0,0
33,0.323159,16.6136,15.9407,1.87291,2.40108,-3.06255,4.95682,10.1313,16.9367,17.8137,14.4266,-0.905601,-0.319143,1.35873,0,0
33.1,-0.330353,15.3457,21.5014,4.4208,2.29776,-2.76195,7.85533,10.3289,15.0153,25.9222,17.72,-1.07228,-0.225998,1.41379,0,0
33.2,0.391279,19.841,19.5483,3.18298,2.90909,-3.35791,5.88401,12.0786,20.2323,22.7312,17.5138,-1.05866,-0.373849,1.60932,0,0
33.3,0.893729,17.3371,19.465,5.35049,2.79203,-2.40849,4.70679,10.259,18.2309,24.8155,15.3494,-0.838481,-0.322583,1.36893,0,0
33.4,-0.295367,20.6604,21.604,2.69852,3.28511,-3.45775,6.17218,12.0689,20.365,24.3026,18.0685,-1.05879,-0.379189,1.77212,0,0
33.5,0.48414,17.6503,17.1688,2.31029,2.89786,-2.95628,6.24662,11.8536,18.1344,19.479,18.0418,-1.04412,-0.343833,1.43281,0,0
33.6,-0.118801,18.4132,18.4578,3.10429,3.09786,-2.25514,4.68532,10.6263,18.2944,21.5621,16.1544,-0.831963,-0.33882,1.5262,0,0
33.7,-0.0332424,19.3471,20.196,3.6935,3.07835,-2.60457,5.296,11.1992,19.3138,23.8895,16.969,-0.921231,-0.347583,1.60944,0,0
33.8,0.917271,16.8502,16.8732,3.47563,2.69743,-1.82822,4.94973,10.4703,17.7674,20.3488,16.2892,-0.83667,-0.301385,1.31807,0,0
33.9,0.392369,14.9102,15.5463,2.48141,2.52391,-2.26168,4.38919,9.37042,15.3026,18.0277,14.0218,-0.776099,-0.293005,1.22672,0,0
34,0.683703,18.0388,17.7071,3.17546,2.44533,-2.93601,4.64739,10.9152,18.7225,20.8825,15.0719,-0.923061,-0.349473,1.43387,0,0
34.1,0.134604,19.1314,19.0823,2.77557,2.84892,-2.89993,5.7651,11.4507,19.266,21.8579,17.1648,-0.992844,-0.343035,1.58152,0,0
34.2,-0.256675,17.9425,20.6788,4.61676,3.11781,-2.60598,6.03202,11.3143,17.6858,25.2956,17.8581,-0.967982,-0.330182,1.52831,0,0
34.3,-1.07117,15.9999,19.2436,3.38026,2.48315,-2.73961,6.33076,10.0067,14.9288,22.6239,16.081,-0.954151,-0.266961,1.45749,0,0
34.4,-0.8255,18.222,20.6261,2.49416,2.95192,-2.93699,6.86395,11.3989,17.3965,23.1202,18.2777,-1.04925,-0.312715,1.63919,0,0
34.5,0.637163,16.2188,16.908,3.92641,2.56958,-2.28304,5.18352,10.3444,16.8559,20.8345,15.8144,-0.876378,-0.300404,1.28539,0,0
34.6,-0.704084,20.5843,20.3136,1.91727,3.1068,-3.38909,5.61981,11.8263,19.8802,22.2309,17.1638,-1.01938,-0.381072,1.77597,0,0
34.7,0.937217,15.7961,18.2398,5.13818,2.83051,-2.31247,5.04543,10.1909,16.7333,23.378,15.7544,-0.846302,-0.308654,1.24744,0,0
34.8,0.110517,18.081,18.0884,2.36228,2.60751,-2.72893,4.98014,10.3382,18.1915,20.4507,15.1969,-0.887784,-0.320833,1.50509,0,0
34.9,0.523049,13.5171,17.7439,4.59834,2.10408,-1.87934,6.87517,10.2364,14.0402,22.3422,17.3363,-0.970991,-0.220338,1.14153,0,0
35,0.192806,16.5465,18.357,4.95377,2.8207,-2.11792,4.03649,9.49435,16.7393,23.3107,14.2336,-0.737614,-0.311894,1.34244,0,0
35.1,0.864301,14.6372,17.7538,5.62014,2.52947,-2.22015,5.38973,10.0455,15.5015,23.374,15.7446,-0.869741,-0.282162,1.15595,0,0
35.2,-0.992911,17.357,18.6908,1.88174,2.56925,-2.86255,6.2706,10.9196,16.3641,20.5726,16.8969,-1.0053,-0.302425,1.55939,0,0
35.3,-0.0816345,17.0048,19.785,3.47998,2.37972,-3.02102,6.99583,11.0433,16.9232,23.265,17.3979,-1.07413,-0.283447,1.47162,0,0
35.4,-0.826372,17.779,20.6907,3.04173,2.64446,-2.94113,5.76586,9.82535,16.9526,23.7324,15.2945,-0.913554,-0.289352,1.59928,0,0
35.5,-0.523921,15.945,18.5529,3.98712,2.64239,-2.14996,5.09698,9.99952,15.4211,22.5401,15.5889,-0.839734,-0.290847,1.38394,0,0
35.6,0.0319345,17.8062,19.891,3.81219,2.68642,-2.68991,6.5349,11.5061,17.8382,23.7032,18.0375,-1.03756,-0.310426,1.50439,0,0
35.7,-1.05198,21.5402,20.6862,1.37689,3.26309,-3.55453,4.93829,11.6488,20.4882,22.0631,16.2956,-0.970514,-0.405843,1.87833,0,0
35.8,0.273568,18.4552,18.0248,1.90103,2.51149,-2.74146,5.2948,10.5334,18.7287,19.9258,15.5982,-0.923343,-0.314745,1.52915,0,0
35.9,-0.523267,16.459,18.1224,2.08479,2.92598,-2.50517,5.78668,10.4816,15.9357,20.2072,16.6891,-0.911228,-0.303782,1.45761,0,0
36,0.167629,17.5114,21.2564,5.92379,2.90211,-2.67977,6.53806,11.5048,17.6791,27.1802,18.2652,-1.02468,-0.316459,1.45725,0,0
36.1,-0.359889,18.9056,19.7413,2.30462,2.81209,-2.76064,6.66613,11.8733,18.5457,22.0459,18.5909,-1.06306,-0.323397,1.63087,0,0
36.2,-0.348009,18.3489,19.72,3.24217,2.69514,-3.0983,5.68957,10.9882,18.0009,22.9622,16.2746,-0.982152,-0.332761,1.56941,0,0
36.3,0.0682286,18.3532,18.1059,1.97013,2.86713,-2.53525,5.29251,10.6118,18.4214,20.076,16.2362,-0.895417,-0.321651,1.53546,0,0
36.4,-0.204577,12.4299,17.664,3.79966,1.88522,-1.86964,5.75158,7.9774,12.2253,21.4637,13.7446,-0.788521,-0.17942,1.14241,0,0
36.5,-0.240435,15.7163,20.1072,4.62145,2.33361,-2.57797,6.41796,10.3076,15.4759,24.7286,16.4812,-0.975772,-0.264038,1.38209,0,0
36.6,0.878252,14.502,16.515,3.47661,1.87868,-2.79944,6.02777,9.84443,15.3802,19.9916,14.9514,-0.965595,-0.254844,1.17452,0,0
36.7,-0.723485,15.8974,20.7304,5.04783,2.77078,-2.71334,7.1797,11.1756,15.1739,25.7782,18.4128,-1.05213,-0.284402,1.42618,0,0
36.8,1.44599,17.7121,19.0812,6.24629,2.87944,-2.41874,5.04336,11.1948,19.1581,25.3275,16.6989,-0.907205,-0.343489,1.32035,0,0
36.9,1.1625,16.8252,17.5011,4.19519,2.49067,-2.70113,5.76172,11.0204,17.9877,21.6963,16.5717,-0.977076,-0.313516,1.29978,0,0
37,0.699942,18.1588,18.1649,4.67028,3.0341,-1.91138,3.28489,9.45707,18.8588,22.8352,13.8647,-0.668106,-0.33353,1.40873,0,0
37.1,0.0918797,15.6949,18.0752,5.12183,2.40479,-1.9892,5.28346,10.0227,15.7867,23.1971,15.7218,-0.85621,-0.273998,1.28577,0,0
37.2,-0.0320435,16.7195,17.2577,4.18385,2.59541,-2.31977,5.5772,11.0194,16.6874,21.4415,16.8722,-0.938452,-0.31072,1.35543,0,0
37.3,-0.490461,13.6668,19.1447,5.43616,2.38876,-2.03727,6.22395,9.38121,13.1763,24.5808,15.9567,-0.877086,-0.227499,1.22529,0,0
37.4,-0.908988,18.718,21.4375,5.99311,2.79345,-2.83454,6.19649,11.7735,17.809,27.4306,17.9289,-1.03563,-0.336149,1.59188,0,0
37.5,-0.287955,17.4065,18.2537,2.54702,2.38756,-2.99955,5.98831,10.7477,17.1185,20.8007,16.1241,-0.997513,-0.304396,1.48863,0,0
37.6,-0.775582,15.6206,20.3109,6.17599,2.76587,-1.50125,5.40346,9.73402,14.8451,26.4869,16.4021,-0.797689,-0.25793,1.36683,0,0
37.7,0.233241,15.8495,19.5554,6.46896,2.77252,-2.35792,6.08989,11.0552,16.0828,26.0244,17.5597,-0.962004,-0.302873,1.29053,0,0
37.8,-0.598145,17.8444,18.8552,2.30974,2.74854,-2.59977,6.31648,11.0518,17.2462,21.1649,17.5171,-0.990124,-0.30251,1.55681,0,0
37.9,-0.733076,18.1925,21.6218,4.60587,2.45699,-2.96805,6.08204,10.5687,17.4594,26.2277,16.1397,-0.986802,-0.29735,1.5987,0,0
38,-0.47008,17.627,18.7073,2.94288,2.78636,-2.83781,5.83878,10.8964,17.1569,21.6502,16.6837,-0.965231,-0.320454,1.51351,0,0
38.1,0.897653,18.8932,17.3901,3.70244,2.75029,-2.91225,5.16401,11.4628,19.7909,21.0926,16.4649,-0.965357,-0.358841,1.44538,0,0
38.2,-0.876944,16.5959,18.7011,3.26756,2.56762,-2.20762,6.26493,10.6202,15.7189,21.9686,17.2452,-0.950197,-0.273916,1.46769,0,0
38.3,0.344413,15.2276,17.7916,5.66613,2.485,-2.01525,5.84422,10.8176,15.572,23.4578,17.1316,-0.931045,-0.284209,1.21955,0,0
38.4,-0.674329,18.1362,18.5316,2.18778,2.65677,-3.1844,5.42897,10.7267,17.4618,20.7194,15.6281,-0.95929,-0.334167,1.57192,0,0
38.5,0.534494,14.4885,13.9388,1.77852,1.98408,-2.61459,4.60903,9.135,15.023,15.7173,13.1135,-0.826536,-0.273739,1.16717,0,0
38.6,0.456129,15.0018,17.7751,5.01415,2.52914,-2.32871,5.52804,10.03,15.4579,22.7892,15.7585,-0.883065,-0.280795,1.2192,0,0
38.7,0.52196,21.0405,20.6774,5.15278,3.32587,-3.01437,5.37872,12.2526,21.5624,25.8302,17.9428,-0.995889,-0.396423,1.64555,0,0
38.8,0.352151,20.2076,19.6217,3.92478,3.33448,-3.01012,5.21665,11.8442,20.5598,23.5465,17.3852,-0.962348,-0.389165,1.6126,0,0
38.9,-0.685774,16.4285,19.7954,5.00368,2.67127,-2.19301,5.94188,10.5397,15.7427,24.7991,16.9598,-0.92019,-0.283863,1.42782,0,0
39,-0.218746,19.2175,20.4656,3.24031,2.50637,-3.03813,6.37229,11.6416,18.9987,23.7059,17.4821,-1.06637,-0.324414,1.63434,0,0
39.1,-0.903429,17.1867,20.1583,3.52696,2.65285,-2.49884,6.70929,11.0439,16.2833,23.6852,17.9072,-1.01195,-0.284588,1.53912,0,0
39.2,0.401742,18.8726,18.9307,4.19333,3.07944,-2.3031,4.76739,10.8795,19.2744,23.124,16.4233,-0.855057,-0.34484,1.5042,0,0
39.3,-1.7164,18.0096,17.4381,0.318037,3.03759,-2.69329,5.18123,10.1715,16.2932,17.7561,15.697,-0.862985,-0.321635,1.64785,0,0
39.4,0.853402,15.6222,15.5779,4.0293,2.5625,-2.2256,5.28641,10.6202,16.4756,19.6072,16.2435,-0.89526,-0.303658,1.19566,0,0
39.5,-0.983756,17.0116,19.1129,3.95115,2.9614,-2.16925,4.68772,9.60399,16.0278,23.0641,15.0839,-0.776225,-0.301408,1.48959,0,0
39.6,-0.786482,18.0446,18.7519,2.57002,2.90397,-3.19661,5.93393,11.346,17.2581,21.3219,16.9873,-1.01042,-0.345379,1.56824,0,0
39.7,-0.382996,15.519,18.9745,3.80009,2.26015,-2.78157,6.74744,10.3828,15.136,22.7746,16.6089,-1.01497,-0.260314,1.36959,0,0
39.8,-0.405666,18.6014,19.9368,3.35922,2.65841,-2.93808,5.69469,11.0247,18.1958,23.296,16.4397,-0.977446,-0.327795,1.59024,0,0
39.9,0.661904,19.498,20.2212,4.90494,3.41481,-2.6462,5.53316,11.6099,20.1599,25.1261,17.9116,-0.941529,-0.364131,1.54256,0,0
40,-1.42506,20.1877,20.4616,0.596183,2.74604,-3.4644,7.40465,12.0354,18.7626,21.0578,18.7217,-1.15911,-0.325235,1.8387,0,0
40.1,-1.49438,16.2835,18.1874,1.49667,2.84566,-2.57176,5.72008,9.75538,14.7891,19.6841,15.7494,-0.87409,-0.283581,1.52295,0,0
40.2,0.370898,17.215,20.3646,6.66896,3.14429,-2.4341,5.88346,11.3597,17.5859,27.0336,17.9534,-0.950648,-0.33164,1.3794,0,0
40.3,1.45253,17.647,19.0095,6.18395,2.48587,-2.43367,6.24804,11.7766,19.0995,25.1935,18.0769,-1.03342,-0.313444,1.31595,0,0
40.4,-0.61809,14.9619,17.0307,2.37677,2.63388,-2.40282,6.14003,10.0368,14.3438,19.4074,16.4079,-0.916881,-0.268004,1.33547,0,0
40.5,-0.432151,16.2508,17.7692,2.61983,2.79759,-2.21972,4.5808,8.80574,15.8187,20.389,13.9644,-0.736498,-0.277267,1.41375,0,0
40.6,0.684139,16.8546,16.2374,2.36762,2.52184,-2.76947,6.28673,11.4767,17.5388,18.605,17.5158,-1.03563,-0.314438,1.3459,0,0
40.7,0.38038,17.1526,20.6657,4.82352,2.48043,-2.85884,6.16281,10.5506,17.533,25.4893,16.335,-0.982779,-0.291811,1.43967,0,0
40.8,-0.281852,21.2835,20.5688,2.58026,3.39399,-3.47737,5.25317,11.9038,21.0017,23.1491,17.0736,-0.991321,-0.40566,1.77967,0,0
40.9,-0.267029,17.4828,20.4121,3.94832,2.5468,-3.03007,6.3603,10.7631,17.2157,24.3604,16.6401,-1.01238,-0.29939,1.51453,0,0
41,-0.601087,16.0988,19.401,3.45546,2.45383,-2.78309,7.41,11.1129,15.4977,22.8565,18.1936,-1.084,-0.268194,1.43861,0,0
41.1,0.534385,16.1351,17.0282,4.8645,2.69012,-2.18582,5.51235,10.9556,16.6695,21.8927,16.9722,-0.917909,-0.309576,1.26195,0,0
41.2,-0.482614,15.7436,18.4999,4.19878,2.7638,-2.39083,6.3445,10.7486,15.261,22.6986,17.4661,-0.961408,-0.286763,1.36204,0,0
41.3,-1.78909,14.2153,18.3318,4.12848,2.45514,-1.57405,5.78265,9.27277,12.4262,22.4603,15.9365,-0.815024,-0.225579,1.34635,0,0
41.4,0.51651,17.455,18.8683,6.43463,3.13067,-1.96479,3.49481,9.46851,17.9715,25.3029,14.1292,-0.678353,-0.332075,1.34697,0,0
41.5,0.840541,15.6698,17.1207,5.12881,2.4825,-2.06277,5.56641,10.5221,16.5103,22.2495,16.5083,-0.900957,-0.28503,1.21244,0,0
41.6,0.709534,15.78,17.3322,5.10319,2.66527,-2.38026,6.17687,11.1833,16.4895,22.4354,17.6452,-0.98182,-0.301558,1.23342,0,0
41.7,0.292751,15.802,15.7491,1.68065,2.43454,-2.74898,5.52859,9.77184,16.0948,17.4298,14.986,-0.897855,-0.282803,1.31384,0,0
41.8,-0.62452,14.7723,17.0763,2.96053,2.50669,-1.85471,4.74472,8.66002,14.1477,20.0369,14.0567,-0.733283,-0.248301,1.30879,0,0
41.9,0.369481,16.3859,17.6045,4.56641,2.57536,-2.72511,6.09916,11.2365,16.7553,22.1709,17.1859,-1.00541,-0.313133,1.31209,0,0
42,-0.639125,17.3221,20.3328,4.1772,2.58124,-2.76707,6.60117,11.204,16.683,24.51,17.6193,-1.03448,-0.298534,1.51744,0,0
42.1,-0.613185,14.3451,19.4564,6.33,2.55454,-1.80522,6.53752,10.3457,13.7319,25.7864,17.6325,-0.927698,-0.245038,1.25389,0,0
42.2,-0.213405,20.2277,19.7302,2.3007,2.88391,-3.25688,5.90177,11.9133,20.0143,22.0309,17.4421,-1.04581,-0.36457,1.69825,0,0
42.3,-0.111062,17.1961,19.4989,4.68521,2.82887,-2.48729,6.50144,11.4774,17.085,24.1841,18.3205,-1.01415,-0.308765,1.43957,0,0
42.4,-0.0335693,15.806,19.0098,4.4342,2.61459,-2.21677,6.34973,10.5391,15.7725,23.444,17.2867,-0.948235,-0.270623,1.34805,0,0
42.5,0.185067,15.2521,17.355,4.2438,2.70854,-2.14419,5.79692,10.0138,15.4372,21.5988,16.3751,-0.876666,-0.272088,1.25969,0,0
42.6,-0.124468,14.663,17.6894,5.00826,2.60805,-2.39934,6.24586,10.6382,14.5386,22.6977,17.0928,-0.958833,-0.281992,1.23072,0,0
42.7,-2.40925,17.9024,20.2041,0.960541,3.06364,-2.8292,4.95856,8.96966,15.4931,21.1646,14.1627,-0.787392,-0.297118,1.74522,0,0
42.8,-0.0190735,16.2374,19.8312,4.29469,2.75944,-2.54811,6.7458,11.007,16.2183,24.1259,17.9642,-1.00864,-0.287064,1.40084,0,0
42.9,0.610352,16.6905,17.4011,4.66472,2.88467,-1.79454,3.76761,9.39832,17.3008,22.0658,14.2561,-0.694359,-0.309298,1.3067,0,0
43,0.0609262,18.3156,18.6539,3.10113,2.75127,-3.13939,5.83027,11.3576,18.3765,21.755,16.7997,-1.01062,-0.342538,1.51622,0,0
43.1,0.357056,18.9772,21.5087,5.90581,3.01786,-2.68075,5.34613,11.0233,19.3343,27.4145,16.7065,-0.921857,-0.341273,1.53875,0,0
43.2,0.250462,16.3889,17.1056,2.04871,2.54473,-2.73797,6.75997,10.9269,16.6394,19.1544,17.4937,-1.02811,-0.28349,1.37967,0,0
43.3,0.860487,16.6399,18.2792,5.65327,2.76457,-2.62571,5.63998,10.719,17.5004,23.9324,16.4978,-0.932655,-0.314078,1.28609,0,0
43.4,0.935582,17.3185,19.6801,6.44346,3.00849,-2.06223,5.83965,11.1794,18.2541,26.1236,17.9653,-0.924182,-0.312313,1.33912,0,0
43.5,-0.218528,15.8512,19.5862,4.91987,2.6086,-2.3238,5.57066,9.75342,15.6326,24.5061,15.6089,-0.864759,-0.273455,1.364,0,0
43.6,-0.126321,17.326,21.5945,6.56106,2.88892,-2.80358,5.91834,10.8037,17.1997,28.1555,16.8073,-0.956608,-0.317335,1.45451,0,0
43.7,0.167956,19.4136,19.9915,4.72815,3.35225,-2.69547,4.24151,10.4588,19.5816,24.7197,15.3571,-0.807503,-0.36795,1.56453,0,0
43.8,0.750296,15.4465,15.5748,3.59105,2.41285,-2.74342,4.92695,9.94699,16.1968,19.1658,14.5434,-0.874259,-0.305289,1.20454,0,0
43.9,0.135367,16.99,19.6887,4.29916,2.45514,-2.16849,6.20738,10.5298,17.1254,23.9879,17.0238,-0.945904,-0.26838,1.43083,0,0
44,-0.344631,17.5911,19.3453,4.1093,2.90222,-2.23225,5.39998,10.3101,17.2465,23.4546,16.3801,-0.864809,-0.301339,1.48838,0,0
44.1,0.516074,15.1506,14.2256,1.18713,2.32021,-2.48391,5.46112,10.0429,15.6666,15.4127,15.3403,-0.900894,-0.281577,1.23264,0,0
44.2,-0.444794,16.446,19.3862,3.93426,2.63181,-2.782,5.87104,10.241,16.0012,23.3204,15.9619,-0.935081,-0.293515,1.43478,0,0
44.3,-0.136893,15.2507,17.9963,3.82418,2.56991,-2.31574,5.27333,9.32802,15.1138,21.8205,14.8555,-0.824963,-0.26821,1.30995,0,0
44.4,0.586591,19.3832,20.5537,6.17469,3.32544,-2.20773,5.27137,11.6679,19.9698,26.7284,18.0569,-0.909737,-0.357889,1.51218,0,0
44.5,-0.0365121,18.0729,20.5044,6.67267,3.22789,-2.19432,5.0475,10.9247,18.0364,27.1771,17.0058,-0.858974,-0.338984,1.45625,0,0
44.6,-0.597709,18.3371,18.4908,2.2401,3.25056,-2.89688,4.73742,10.529,17.7394,20.7309,15.6201,-0.857483,-0.358171,1.57628,0,0
44.7,-1.37253,18.3034,21.2335,3.19475,2.85154,-2.88173,6.45272,10.8889,16.9308,24.4282,17.3114,-0.998879,-0.305083,1.67252,0,0
44.8,0.646319,17.6385,17.6602,3.5626,2.62299,-2.35018,5.57959,11.0578,18.2848,21.2228,16.9102,-0.940965,-0.313542,1.39998,0,0
44.9,-0.60185,18.615,20.0273,3.84445,3.33241,-2.59933,5.23823,10.7446,18.0131,23.8717,16.7159,-0.87686,-0.343143,1.59045,0,0
45,0.61155,15.411,18.0643,6.47943,2.79301,-1.78364,4.97502,10.4052,16.0226,24.5438,16.3896,-0.826323,-0.300205,1.19852,0,0
45.1,-0.809806,18.2289,18.9895,2.95334,2.92598,-2.61427,5.27278,10.335,17.4191,21.9428,15.9195,-0.879524,-0.318074,1.57581,0,0
45.2,0.815691,15.8067,18.2984,5.61033,2.59966,-2.86375,5.35104,10.3048,16.6224,23.9088,15.3918,-0.915396,-0.312515,1.24263,0,0
45.3,-0.0336783,16.633,16.5773,1.54103,2.70658,-2.70342,6.47594,10.8473,16.5993,18.1183,17.3264,-0.995902,-0.29344,1.40942,0,0
45.4,0.525774,17.2978,18.9599,4.31758,2.72544,-3.07083,5.96717,10.8367,17.8236,23.2775,16.4585,-0.986082,-0.319974,1.40366,0,0
45.5,0.756073,18.4458,18.9996,4.57121,2.97448,-2.6353,5.31823,11.209,19.2019,23.5708,16.8664,-0.930813,-0.345016,1.45001,0,0
45.6,-0.801522,13.7266,17.8897,3.36162,2.12915,-2.15203,6.82384,9.54982,12.9251,21.2514,16.3508,-0.942802,-0.210215,1.27121,0,0
45.7,0.748008,18.9534,16.3315,1.70037,2.55868,-3.27475,6.02003,12.2169,19.7014,18.0319,17.5209,-1.0898,-0.360911,1.48574,0,0
45.8,-0.461796,17.0824,17.2339,1.38713,2.52914,-2.61645,5.81153,10.5186,16.6206,18.6211,16.2429,-0.944005,-0.295581,1.4842,0,0
45.9,0.111825,17.254,17.2746,2.50211,2.58854,-3.08664,6.18395,11.1464,17.3658,19.7767,16.8323,-1.02514,-0.31913,1.42885,0,0
46,-1.23237,17.3656,20.6136,3.5068,2.83781,-2.7626,6.71049,11.0539,16.1332,24.1204,17.8396,-1.01713,-0.298315,1.58259,0,0
46.1,-0.762504,17.1194,19.9436,3.04718,2.59018,-2.58255,6.12063,10.2232,16.3569,22.9907,16.3514,-0.93933,-0.278258,1.5351,0,0
46.2,0.0232152,16.7919,17.3895,1.91225,2.00086,-3.51693,6.35921,10.7924,16.8151,19.3017,15.6356,-1.07339,-0.298531,1.42851,0,0
46.3,-0.191934,15.6751,17.5385,3.61186,2.7068,-2.31618,5.95572,10.437,15.4832,21.1503,16.7834,-0.920121,-0.285128,1.33015,0,0
46.4,0.293841,16.7395,18.4941,4.59409,2.74408,-2.46201,5.65414,10.733,17.0334,23.0882,16.6692,-0.926044,-0.308549,1.36263,0,0
46.5,-0.864846,17.9359,22.5631,6.1058,3.02451,-2.55181,5.40281,10.4542,17.0711,28.6689,16.3297,-0.8846,-0.318832,1.57476,0,0
46.6,-1.07825,17.7293,20.0471,2.05242,2.8074,-2.9177,7.06907,11.2029,16.651,22.0995,18.1617,-1.05698,-0.295768,1.62127,0,0
46.7,-0.246211,17.2946,20.0364,5.25774,2.982,-1.8255,5.69425,10.6888,17.0484,25.2942,17.5395,-0.875525,-0.294061,1.45196,0,0
46.8,-0.726972,16.937,20.3935,4.44924,2.7613,-2.48162,5.98003,10.3655,16.2101,24.8427,16.6252,-0.923787,-0.288852,1.49401,0,0
46.9,-0.400979,16.8989,19.9527,5.20663,2.98702,-2.4777,5.33218,10.3232,16.4979,25.1593,16.1647,-0.8709,-0.313673,1.43713,0,0
47,0.869969,16.2067,16.2711,3.57895,2.54386,-2.59443,4.72619,9.99222,17.0767,19.85,14.6678,-0.849216,-0.312129,1.26263,0,0
47.1,-0.640106,16.73,15.5415,-0.266484,2.83704,-2.75421,6.68771,10.8227,16.0898,15.275,17.5933,-1.00209,-0.291788,1.47302,0,0
47.2,-1.11335,13.3774,17.9443,4.1251,2.44468,-2.06735,6.26319,9.17794,12.264,22.0694,15.8185,-0.866169,-0.222803,1.24779,0,0
47.3,0.576891,16.7265,18.1636,4.43431,2.891,-2.38931,5.31311,10.453,17.3034,22.5979,16.2678,-0.877706,-0.312607,1.34048,0,0
47.4,0.548118,15.5877,17.9438,4.56576,2.61285,-2.2547,5.97981,10.7104,16.1358,22.5095,17.0483,-0.939092,-0.287943,1.26612,0,0
47.5,0.307465,13.7816,18.2899,7.21087,2.4631,-1.79552,5.55442,9.72802,14.0891,25.5008,15.95,-0.840355,-0.252967,1.10714,0,0
47.6,-0.65046,19.8012,20.392,3.6196,3.28424,-2.53438,4.66734,10.8347,19.1508,24.0116,16.2519,-0.848251,-0.35958,1.67914,0,0
47.7,-0.196184,15.1574,15.8439,2.38146,2.27105,-2.30179,5.86352,10.0271,14.9612,18.2253,15.8599,-0.915477,-0.262093,1.2867,0,0
47.8,0.531987,13.5137,17.2055,6.34014,2.25677,-2.11378,6.04826,10.2228,14.0457,23.5456,16.4141,-0.927366,-0.256354,1.07241,0,0
47.9,-0.263105,17.6274,18.019,2.21939,2.7395,-2.85568,6.34962,10.8148,17.3643,20.2384,17.0482,-0.993633,-0.30181,1.50269,0,0
48,-0.590188,17.4831,18.4698,2.66898,2.95127,-3.06702,6.09894,10.8263,16.8929,21.1388,16.8095,-0.979858,-0.32237,1.51324,0,0
48.1,0.236729,13.5267,16.3195,3.76358,2.17569,-2.31312,6.02145,9.58099,13.7634,20.0831,15.465,-0.905043,-0.241451,1.14085,0,0
48.2,-0.2388,16.875,19.1007,4.23846,2.67835,-3.03911,6.28455,10.8956,16.6362,23.3392,16.8194,-1.00861,-0.309857,1.42991,0,0
48.3,-0.237928,16.4848,17.2539,2.31073,3.02048,-2.29961,6.02777,10.6752,16.2469,19.5646,17.4238,-0.918968,-0.299024,1.40985,0,0
48.4,-0.00305176,20.2336,19.1108,2.70604,2.9213,-2.93078,4.79649,11.0683,20.2305,21.8168,15.8553,-0.91277,-0.363716,1.65575,0,0
48.5,0.0896999,17.1382,17.4757,1.24675,2.38811,-2.54549,6.58722,10.7286,17.2279,18.7224,17.1584,-1.00471,-0.272248,1.46716,0,0
48.6,-0.145067,16.9868,19.9594,3.75562,2.50211,-2.79977,7.00019,11.4042,16.8418,23.715,18.1067,-1.07537,-0.291177,1.4712,0,0
48.7,-0.163269,15.6408,18.0891,3.23715,2.62026,-2.48555,7.02286,10.7127,15.4775,21.3262,17.8702,-1.01205,-0.263868,1.35429,0,0
48.8,1.31236,16.2661,19.9501,6.9518,2.6995,-2.1722,5.63049,10.4303,17.5785,26.9019,16.588,-0.893173,-0.290144,1.24979,0,0
48.9,0.488063,13.1426,17.7637,4.93742,2.52162,-2.10212,6.82569,9.77053,13.6307,22.7012,17.0157,-0.930161,-0.227057,1.11243,0,0
49,-0.337437,16.0768,17.4697,2.33863,2.90451,-2.4534,5.8294,10.0275,15.7393,19.8083,16.308,-0.885835,-0.286681,1.39775,0,0
49.1,0.725337,17.8249,19.4249,5.84346,2.98189,-2.44577,5.45197,11.2456,18.5502,25.2683,17.2337,-0.929284,-0.336639,1.39067,0,0
49.2,-0.32305,19.7696,19.9852,3.23399,3.38636,-2.72489,5.05393,10.9545,19.4466,23.2192,16.6699,-0.88245,-0.360355,1.65786,0,0
49.3,-1.11291,15.4151,16.0532,0.39444,2.68086,-2.81165,5.69404,9.46841,14.3022,16.4477,15.0317,-0.879361,-0.278006,1.42012,0,0
49.4,-0.594548,15.4293,17.0277,2.83912,2.43367,-2.14996,4.97306,9.33129,14.8347,19.8668,14.5881,-0.806187,-0.268256,1.34703,0,0
49.5,-0.379835,15.408,17.0392,1.51672,2.43541,-3.20849,6.32008,10.2261,15.0282,18.5559,15.7731,-0.995858,-0.286498,1.37347,0,0
49.6,-0.233024,15.6033,17.3691,2.94843,2.81165,-2.49307,5.6766,9.91614,15.3703,20.3175,15.9113,-0.878264,-0.286328,1.34321,0,0
49.7,-0.0117711,18.1675,20.7542,5.76117,3.13219,-2.21721,5.2124,10.7245,18.1558,26.5154,16.8519,-0.863762,-0.325846,1.4951,0,0
49.8,0.171007,19.0382,19.5387,2.10876,2.99574,-3.25263,6.25033,11.5711,19.2092,21.6474,17.5645,-1.0395,-0.347073,1.60776,0,0
